61	61	5
0.413904	-0.184707	0.093888	-0.308608	0.280671	
0.599051	-0.268136	-0.042938	-0.341616	0.335771	
0.510634	-0.072973	0.072297	-0.116782	0.437094	
0.482620	-0.119459	0.241232	-0.142853	0.343900	
0.598631	-0.134215	0.159640	-0.058581	0.339961	
0.603776	0.019581	-0.094677	-0.209971	0.364836	
0.422089	-0.143642	-0.037290	-0.211913	0.398607	
0.524331	-0.059382	0.098320	-0.134807	0.517216	
0.379463	-0.096268	-0.069241	-0.123309	0.328906	
0.517387	-0.068959	-0.008030	-0.244166	0.184208	
0.460134	-0.111910	-0.054548	-0.237969	0.520966	
0.416546	-0.061523	-0.061626	-0.234736	0.424778	
0.313114	-0.106139	-0.071794	-0.049000	0.491628	
0.401968	0.060407	-0.134641	-0.262725	0.372688	
0.340160	-0.186440	-0.238426	-0.082672	0.294402	
0.204764	-0.080996	0.053509	-0.111280	0.219808	
0.381392	-0.136265	-0.075803	-0.145856	0.393490	
0.460386	-0.072682	-0.200376	-0.123935	0.523933	
0.508166	-0.159608	-0.120550	-0.205502	0.293524	
0.446202	0.007920	-0.107280	-0.146244	0.312205	
0.445651	0.113648	-0.085745	0.088779	0.355265	
0.453621	-0.024379	-0.198673	-0.088413	0.257928	
0.535780	0.008279	-0.171490	-0.135483	0.109211	
0.574097	0.128413	-0.136346	-0.072762	0.207368	
0.696009	0.056678	-0.190853	-0.100143	0.185641	
0.354084	0.311879	-0.105717	0.236011	-0.022290	
0.521390	0.053556	-0.012780	0.077304	0.128225	
0.763756	-0.038213	0.100863	-0.040194	0.134453	
-0.353761	0.301407	-0.243905	-0.126080	0.016721	
-0.318072	0.213603	-0.071375	-0.025398	0.062142	
-0.388676	-0.484582	0.587335	0.402746	-0.645063	
0.005107	-0.114125	-0.416621	0.079727	-0.136318	
0.023474	0.500290	0.202609	0.054737	0.452890	
0.082289	0.222958	-0.387080	0.017820	0.390008	
0.270357	0.003000	-0.403538	-0.234927	0.554697	
0.212154	0.178105	-0.288662	-0.274820	0.219817	
0.222526	0.105262	-0.235631	-0.265338	0.263337	
0.301075	0.062420	-0.108885	-0.287764	0.262125	
0.340176	0.009519	-0.195844	-0.325332	0.213911	
0.382278	0.126246	-0.013609	-0.464134	0.221579	
0.406024	0.122155	-0.022672	-0.354916	-0.023890	
0.320861	-0.080667	-0.098936	-0.358495	0.064017	
0.543824	0.091138	0.016852	-0.388696	0.102470	
0.423077	0.044050	0.009588	-0.410630	0.139102	
0.311667	0.099362	-0.162965	-0.318950	0.059324	
0.294058	-0.036561	0.111611	-0.490679	0.056876	
0.387748	-0.024997	-0.038917	-0.380683	0.204026	
0.380451	-0.052824	-0.080245	-0.459407	0.160854	
0.297804	-0.057430	-0.149798	-0.442129	0.109184	
0.449664	-0.061764	-0.044908	-0.412020	0.240747	
0.360008	-0.162074	0.046965	-0.482731	0.148854	
0.345120	0.005931	-0.083048	-0.416882	0.045847	
0.567045	-0.057567	-0.013046	-0.512640	0.069337	
0.684710	-0.012800	-0.030788	-0.507916	0.165576	
0.374102	-0.129754	-0.199829	-0.359873	0.103312	
0.575179	-0.078876	-0.243539	-0.236393	0.140650	
0.357281	-0.140456	-0.053017	-0.234350	0.163105	
0.469123	-0.062742	-0.146781	-0.415821	0.179838	
0.571239	-0.160936	-0.208611	-0.422885	0.087732	
0.282863	-0.111842	-0.202932	-0.550869	0.009959	
0.422912	-0.137983	-0.085595	-0.417690	0.357546	
0.079468	0.154317	0.471277	0.039117	-0.475730	
0.179928	0.123681	0.638012	-0.040416	-0.509453	
0.069114	0.164162	0.362758	-0.029862	-0.645802	
0.001261	0.101844	0.265861	0.019677	-0.450444	
0.048140	0.255915	0.376154	0.049175	-0.630066	
0.080109	0.046827	0.394614	0.012857	-0.519119	
0.072443	0.047522	0.497183	-0.023646	-0.453106	
-0.022383	0.175022	0.573486	0.063150	-0.588577	
-0.031653	0.120845	0.456985	-0.008235	-0.468192	
0.071242	0.121132	0.424911	-0.075332	-0.520227	
-0.010091	-0.002551	0.548227	-0.011556	-0.507063	
0.134411	0.045049	0.481237	-0.014266	-0.602121	
-0.050667	0.076238	0.375432	0.043395	-0.410689	
0.260790	0.063395	0.421973	0.057470	-0.349029	
-0.052391	0.121273	0.316767	-0.113806	-0.395684	
-0.094613	0.075056	0.434382	-0.155050	-0.540768	
-0.061163	0.228958	0.534944	-0.074426	-0.545550	
-0.093407	0.126065	0.394793	-0.011635	-0.480138	
-0.169267	0.100365	0.486421	0.071434	-0.439375	
-0.060000	0.055287	0.265570	0.040735	-0.490530	
0.039438	-0.055496	0.510489	-0.057033	-0.538205	
0.028906	-0.011840	0.482128	-0.060539	-0.528440	
-0.109897	-0.011007	0.410820	0.064840	-0.538066	
-0.057762	-0.095841	0.411311	0.043428	-0.418044	
0.032457	0.023451	0.491633	0.114557	-0.414907	
-0.071821	-0.139850	-0.058394	-0.029148	-0.353451	
-0.250821	-0.181810	0.090571	0.307602	-0.486761	
0.061353	-0.295401	0.675120	0.431880	-0.710324	
-0.010378	-0.836991	0.131854	0.252832	-0.288854	
-0.028146	0.490654	-0.374133	-0.268128	0.435613	
0.072026	-0.135450	-0.136991	0.107920	0.259353	
0.209898	-0.119792	-0.223749	0.124186	0.495010	
-0.475232	0.334370	0.348862	-0.286619	-1.048435	
-0.229345	0.045054	0.057657	-0.039642	-0.497559	
-0.222018	0.101269	-0.079846	0.001718	-0.518923	
-0.051129	0.085475	0.372399	-0.163911	-0.523395	
-0.218856	0.060302	0.346815	0.118399	-0.425147	
-0.281567	-0.027898	0.309881	0.024954	-0.455205	
-0.142690	-0.099407	0.322688	-0.176171	-0.369499	
-0.157035	-0.142031	0.372937	0.083637	-0.395634	
-0.031811	-0.129956	0.404414	-0.039900	-0.394497	
0.067618	-0.174587	0.419807	-0.052564	-0.392716	
-0.063009	-0.247226	0.384875	-0.025460	-0.370938	
-0.063245	0.022328	0.329415	-0.104844	-0.341891	
0.022041	-0.112026	0.623277	0.049838	-0.384641	
-0.047105	-0.003990	0.428028	0.004988	-0.419252	
0.029815	0.019737	0.398580	0.026870	-0.452875	
0.026924	-0.149491	0.509077	-0.118268	-0.352129	
0.033696	-0.049156	0.549564	-0.060656	-0.293362	
0.063721	-0.155679	0.511757	0.115348	-0.357537	
0.059759	-0.169223	0.341653	0.031714	-0.345833	
0.180334	-0.266665	0.219368	-0.082050	-0.488714	
0.159228	-0.053452	0.497601	-0.150612	-0.431831	
0.001629	-0.066848	0.587073	-0.097475	-0.349663	
-0.085426	-0.086948	0.559417	0.036713	-0.379000	
0.097874	-0.120290	0.595977	0.081217	-0.442072	
-0.048355	-0.125135	0.528076	0.038944	-0.339871	
0.051042	0.062691	0.486361	0.029584	-0.456993	
-0.035505	-0.081983	0.519045	-0.143748	-0.526074	
